WigleWifi-1.4,appRelease=2.26,model=HUAWEI GRA-L09,release=5.0,device=HWGRA,display=GRA-L09C576B161,board=GRA-L09,brand=HUAWEI
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
a2:6c:ac:5e:12:ad,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],2017-11-07 12:10:36,1,-77,32.1953549526874,34.8852204698564,85.302891161947,16,WIFI
90:6c:ac:5e:12:ad,Tidhar_Guest,[ESS],2017-11-07 12:10:36,1,-79,32.1953549526874,34.8852204698564,85.302891161947,16,WIFI
88:dc:96:4a:4f:2c,,[ESS],2017-11-07 12:10:36,13,-86,32.1953549526874,34.8852204698564,85.302891161947,16,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],2017-11-07 12:10:36,6,-94,32.1953549526874,34.8852204698564,85.302891161947,16,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],2017-11-07 12:10:36,6,-91,32.1953549526874,34.8852204698564,85.302891161947,16,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],2017-11-07 12:10:36,6,-86,32.1953549526874,34.8852204698564,85.302891161947,16,WIFI
88:dc:96:34:a1:ae,,[ESS],2017-11-07 12:10:36,13,-88,32.1953549526874,34.8852204698564,85.302891161947,16,WIFI
42502_863_3708962,GOLAN T,UNKNOWN;il,2017-11-07 12:10:36,0,-113,32.1953549526874,34.8852204698564,85.302891161947,16,GSM
88:dc:96:4a:4f:2c,,[ESS],2017-11-07 12:11:36,13,-78,32.1956027201183,34.8847968455552,98.1026743589297,48,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],2017-11-07 12:14:06,6,-81,32.1952935772374,34.8853552552086,31.5106348557822,250,WIFI
a2:6c:ac:5e:12:ad,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],2017-11-07 12:17:07,1,-72,32.1953072933106,34.8851999812853,73.9992951776349,64,WIFI
90:6c:ac:5e:12:ad,Tidhar_Guest,[ESS],2017-11-07 12:17:07,1,-71,32.1953072933106,34.8851999812853,73.9992951776349,64,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,6,-89,32.1957074778403,34.8845789345638,0,17.905611038208,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],1970-01-01 02:00:00,6,-72,32.1957074778403,34.8845789345638,0,17.905611038208,WIFI
06:02:6f:12:34:56,Starhome Mach Mobile,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],1970-01-01 02:00:00,1,-75,32.1957074778403,34.8845789345638,0,17.905611038208,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,6,-89,32.1956065909841,34.8847355009641,0,17.905611038208,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],1970-01-01 02:00:00,6,-72,32.1956065909841,34.8847355009641,0,17.905611038208,WIFI
06:02:6f:12:34:56,Starhome Mach Mobile,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],1970-01-01 02:00:00,1,-75,32.1956065909841,34.8847355009641,0,17.905611038208,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,6,-90,32.1955057041278,34.8848920673645,0,17.905611038208,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,6,-89,32.1954048172716,34.8850486337649,0,17.905611038208,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],2017-11-07 12:18:07,6,-89,32.1953539615872,34.8853039448112,-96.3827373264834,128,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],2017-11-07 12:18:07,6,-69,32.1953539615872,34.8853039448112,-96.3827373264834,128,WIFI
06:02:6f:12:34:56,Starhome Mach Mobile,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],2017-11-07 12:18:07,1,-69,32.1953539615872,34.8853039448112,-96.3827373264834,128,WIFI
00:27:22:ee:ae:a4,kikar,[WPA2-PSK-TKIP][ESS],2017-11-07 12:18:07,1,-94,32.1953539615872,34.8853039448112,-96.3827373264834,128,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],2017-11-07 12:18:33,6,-63,32.1953652541703,34.8852216220591,-83.453449633642,32,WIFI
06:02:6f:12:34:56,Starhome Mach Mobile,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],2017-11-07 12:18:33,1,-64,32.1953652541703,34.8852216220591,-83.453449633642,32,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],2017-11-07 12:20:35,6,-84,32.1955610724025,34.8847793577388,94.2400225827626,128,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],2017-11-07 12:20:35,6,-86,32.1955610724025,34.8847793577388,94.2400225827626,128,WIFI
00:02:6f:12:34:56,Starhome Mach,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],2017-11-07 12:20:35,6,-77,32.1955610724025,34.8847793577388,94.2400225827626,128,WIFI
88:dc:96:4a:4f:2c,,[ESS],1970-01-01 02:00:00,13,-70,32.1951626835854,34.8856791368732,0,47.0167274475098,WIFI
88:dc:96:34:a1:ae,,[ESS],1970-01-01 02:00:00,13,-83,32.1951626835854,34.8856791368732,0,47.0167274475098,WIFI
10:be:f5:3d:a6:5a,autoran_trade,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-92,32.1951626835854,34.8856791368732,0,47.0167274475098,WIFI
88:dc:96:4a:4f:2c,,[ESS],1970-01-01 02:00:00,13,-85,32.1953652541703,34.8852216220591,0,47.0167274475098,WIFI
10:be:f5:3d:a6:5a,autoran_trade,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,6,-92,32.1953652541703,34.8852216220591,0,47.0167274475098,WIFI
88:dc:96:4a:4f:2c,,[ESS],2017-11-07 12:21:05,13,-85,32.1957729522789,34.8854732553249,140.845118848413,32,WIFI
88:dc:96:34:a1:ae,,[ESS],2017-11-07 12:21:05,13,-88,32.1957729522789,34.8854732553249,140.845118848413,32,WIFI
88:dc:96:4a:4f:2c,,[ESS],2017-11-07 12:22:07,13,-79,32.1960164644958,34.8846605152088,-68.3815881050366,128,WIFI
0a:18:d6:cb:4e:01,Holmes Place WiFi,[ESS],2017-11-07 12:22:07,1,-92,32.1960164644958,34.8846605152088,-68.3815881050366,128,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],2017-11-07 12:22:31,6,-71,32.1953811480829,34.8852302010747,94.0053428420779,32,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],2017-11-07 12:22:31,6,-73,32.1953811480829,34.8852302010747,94.0053428420779,32,WIFI
10:be:f5:81:14:10,Tidhar_Secure,[WPA2-PSK-CCMP][ESS],2017-11-07 12:22:31,13,-90,32.1953811480829,34.8852302010747,94.0053428420779,32,WIFI
88:dc:96:4a:4f:2c,,[ESS],1970-01-01 02:00:00,13,-79,32.1950547984786,34.8858668979514,0,17.5248184204102,WIFI
d8:38:fc:2c:59:58,Millennium,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-89,32.1950547984786,34.8858668979514,0,17.5248184204102,WIFI
88:dc:96:4a:4f:2c,,[ESS],1970-01-01 02:00:00,13,-75,32.1951391054597,34.8857024179249,0,17.5248184204102,WIFI
d8:38:fc:2c:59:58,Millennium,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-90,32.1951391054597,34.8857024179249,0,17.5248184204102,WIFI
88:dc:96:4a:4f:2c,,[ESS],1970-01-01 02:00:00,13,-84,32.1952206928608,34.8855432437057,0,17.5248184204102,WIFI
d8:38:fc:2c:59:58,Millennium,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,11,-90,32.1952206928608,34.8855432437057,0,17.5248184204102,WIFI
88:dc:96:4a:4f:2c,,[ESS],1970-01-01 02:00:00,13,-83,32.1953022802618,34.8853840694866,0,17.5248184204102,WIFI
88:dc:96:4a:4f:2c,,[ESS],1970-01-01 02:00:00,13,-75,32.1953811480829,34.8852302010747,0,17.5248184204102,WIFI
88:dc:96:2a:5c:1b,EnghouseSystems,[WPA2-EAP-CCMP][ESS],2017-11-07 12:27:07,11,-91,32.1953990518605,34.8851342728026,-3.28300840682755,24,WIFI
88:dc:96:4a:4f:2c,,[ESS],2017-11-07 12:27:37,13,-77,32.1954823515616,34.8850116936125,19.1735873047058,32,WIFI
d8:38:fc:2c:59:58,Millennium,[WPA2-PSK-CCMP][ESS],2017-11-07 12:27:37,11,-88,32.1954823515616,34.8850116936125,19.1735873047058,32,WIFI
8a:dc:96:2a:5c:1b,EnghouseGuest,[WPA2-PSK-CCMP][ESS],2017-11-07 12:27:37,11,-90,32.1954823515616,34.8850116936125,19.1735873047058,32,WIFI
88:dc:96:34:a1:ae,,[ESS],2017-11-07 12:28:06,13,-83,32.1955988178437,34.8849304042755,23.5085170180774,32,WIFI
10:be:f5:3d:a6:5a,autoran_trade,[WPA2-PSK-CCMP][ESS],2017-11-07 12:28:06,6,-93,32.1955988178437,34.8849304042755,23.5085170180774,32,WIFI
88:dc:96:4a:4f:2c,,[ESS],2017-11-07 12:29:07,13,-71,32.1953086594356,34.8850377076326,30.3781023646029,32,WIFI
00:1a:dd:e6:4e:e4,Metropoline WIFI1,[ESS],2017-11-07 12:31:37,10,-92,32.1953505211269,34.8851083200361,57.9086700095622,32,WIFI
74:da:38:14:47:8d,Topaz_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-07 12:33:08,8,-88,32.1953792759347,34.8851387561699,59.8708490943577,16,WIFI
10:be:f5:3d:67:a8,machonwagner2,[WPA2-PSK-CCMP][ESS],2017-11-07 12:35:08,10,-90,32.1955052255036,34.8851744667085,60.7334850824141,48,WIFI
00:0e:f4:c1:0d:1f,Iron 2.4,[WPA2-PSK-TKIP][ESS],2017-11-07 12:39:32,1,-91,32.1956351559286,34.8850216964314,68.95498289885,48,WIFI
00:18:25:16:a2:c0,Mishmeret-1,[WPA2-PSK-CCMP][ESS],2017-11-07 12:41:04,1,-91,32.1957144977461,34.8846633111927,17.6850009642637,32,WIFI
90:6c:ac:5e:12:ad,Tidhar_Guest,[ESS],1970-01-01 02:00:00,1,-81,32.1959972144967,34.8841551108444,0,55.3547172546387,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,6,-80,32.1959972144967,34.8841551108444,0,55.3547172546387,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],1970-01-01 02:00:00,6,-88,32.1959972144967,34.8841551108444,0,55.3547172546387,WIFI
a2:6c:ac:5e:12:ad,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,1,-88,32.1959972144967,34.8841551108444,0,55.3547172546387,WIFI
90:6c:ac:5e:12:ad,Tidhar_Guest,[ESS],1970-01-01 02:00:00,1,-87,32.1957144977461,34.8846633111927,0,55.3547172546387,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,6,-92,32.1957144977461,34.8846633111927,0,55.3547172546387,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],1970-01-01 02:00:00,6,-93,32.1957144977461,34.8846633111927,0,55.3547172546387,WIFI
a2:6c:ac:5e:12:ad,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,1,-82,32.1957144977461,34.8846633111927,0,55.3547172546387,WIFI
90:6c:ac:5e:12:ad,Tidhar_Guest,[ESS],2017-11-07 12:43:37,1,-79,32.1953819941929,34.8852047615528,66.029093721232,16,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],2017-11-07 12:43:37,6,-85,32.1953819941929,34.8852047615528,66.029093721232,16,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],2017-11-07 12:43:37,6,-84,32.1953819941929,34.8852047615528,66.029093721232,16,WIFI
a2:6c:ac:5e:12:ad,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],2017-11-07 12:43:37,1,-81,32.1953819941929,34.8852047615528,66.029093721232,16,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],2017-11-07 12:44:36,6,-75,32.1953930328295,34.8851680720126,87.0300635817491,48,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],2017-11-07 12:44:36,6,-76,32.1953930328295,34.8851680720126,87.0300635817491,48,WIFI
06:02:6f:12:34:56,Starhome Mach Mobile,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],2017-11-07 12:51:08,1,-58,32.1956939759247,34.8847363076382,-48.7945180094922,192,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],2017-11-07 12:51:08,6,-57,32.1956939759247,34.8847363076382,-48.7945180094922,192,WIFI
10:be:f5:81:14:10,Tidhar_Secure,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,13,-71,32.1949083535704,34.8857767456009,0,31.973726272583,WIFI
0e:18:0a:fa:23:50,MerakiTest,[WPA-EAP-CCMP+TKIP][WPA2-EAP-CCMP+TKIP][ESS],1970-01-01 02:00:00,1,-87,32.1949083535704,34.8857767456009,0,31.973726272583,WIFI
50:c7:bf:63:7e:50,MoovCare,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],1970-01-01 02:00:00,1,-89,32.1949083535704,34.8857767456009,0,31.973726272583,WIFI
f0:5c:19:84:90:82,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,1,-90,32.1949083535704,34.8857767456009,0,31.973726272583,WIFI
14:ae:db:58:18:5d,ElliotPlace_15,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,9,-90,32.1949083535704,34.8857767456009,0,31.973726272583,WIFI
00:10:f3:69:e9:3a,GOA Tech guest,[WPA2-PSK-CCMP+TKIP][ESS],1970-01-01 02:00:00,6,-91,32.1949083535704,34.8857767456009,0,31.973726272583,WIFI
f0:5c:19:84:90:80,Toyota Guest Wi-Fi,[ESS],1970-01-01 02:00:00,1,-93,32.1949083535704,34.8857767456009,0,31.973726272583,WIFI
10:be:f5:81:14:10,Tidhar_Secure,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,13,-71,32.1951064096261,34.8855144503162,0,31.973726272583,WIFI
a2:6c:ac:5e:12:ad,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],2017-11-07 12:52:29,1,-72,32.1956307368711,34.8847698886091,29.6642401612604,96,WIFI
90:6c:ac:5e:12:ad,Tidhar_Guest,[ESS],2017-11-07 12:52:29,1,-73,32.1956307368711,34.8847698886091,29.6642401612604,96,WIFI
00:02:6f:12:34:56,Starhome Mach,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],1970-01-01 02:00:00,6,-70,32.1953173907218,34.885609601167,0,71.4503479003906,WIFI
88:dc:96:4a:4f:2c,,[ESS],2017-11-07 13:01:56,13,-79,32.1949000635162,34.882607634877,-61.6750825315941,400,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],2017-11-07 13:01:56,6,-84,32.1949000635162,34.882607634877,-61.6750825315941,400,WIFI
a2:6c:ac:5e:12:ad,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],2017-11-07 13:01:56,1,-80,32.1949000635162,34.882607634877,-61.6750825315941,400,WIFI
90:6c:ac:5e:12:ad,Tidhar_Guest,[ESS],2017-11-07 13:01:56,1,-81,32.1949000635162,34.882607634877,-61.6750825315941,400,WIFI
88:dc:96:34:a1:ae,,[ESS],2017-11-07 13:01:56,13,-91,32.1949000635162,34.882607634877,-61.6750825315941,400,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],2017-11-07 13:01:56,6,-73,32.1949000635162,34.882607634877,-61.6750825315941,400,WIFI
06:02:6f:12:34:56,Starhome Mach Mobile,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],2017-11-07 13:01:56,1,-76,32.1949000635162,34.882607634877,-61.6750825315941,400,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],2017-11-07 13:01:56,6,-83,32.1949000635162,34.882607634877,-61.6750825315941,400,WIFI
74:da:38:14:47:8d,Topaz_2EX,[WPA2-PSK-CCMP][WPS][ESS],2017-11-07 13:01:56,8,-87,32.1949000635162,34.882607634877,-61.6750825315941,400,WIFI
42502_863_3708962,GOLAN T,UNKNOWN;il,2017-11-07 13:01:56,0,-113,32.1949000635162,34.882607634877,-61.6750825315941,400,GSM
88:dc:96:4a:4f:2c,,[ESS],1970-01-01 02:00:00,13,-81,32.1978213539554,34.9036213989071,0,286.820861816406,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],1970-01-01 02:00:00,6,-89,32.1978213539554,34.9036213989071,0,286.820861816406,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,6,-90,32.1978213539554,34.9036213989071,0,286.820861816406,WIFI
a2:6c:ac:5e:12:ad,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,1,-77,32.1978213539554,34.9036213989071,0,286.820861816406,WIFI
90:6c:ac:5e:12:ad,Tidhar_Guest,[ESS],1970-01-01 02:00:00,1,-77,32.1978213539554,34.9036213989071,0,286.820861816406,WIFI
88:dc:96:34:a1:ae,,[ESS],1970-01-01 02:00:00,13,-87,32.1978213539554,34.9036213989071,0,286.820861816406,WIFI
06:02:6f:12:34:56,Starhome Mach Mobile,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],1970-01-01 02:00:00,1,-75,32.1978213539554,34.9036213989071,0,286.820861816406,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],1970-01-01 02:00:00,6,-79,32.1978213539554,34.9036213989071,0,286.820861816406,WIFI
88:dc:96:4a:4f:2c,,[ESS],1970-01-01 02:00:00,13,-88,32.1974040267498,34.9006194326171,0,286.820861816406,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],1970-01-01 02:00:00,6,-93,32.1974040267498,34.9006194326171,0,286.820861816406,WIFI
a2:6c:ac:5e:12:ad,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,1,-72,32.1974040267498,34.9006194326171,0,286.820861816406,WIFI
90:6c:ac:5e:12:ad,Tidhar_Guest,[ESS],1970-01-01 02:00:00,1,-75,32.1974040267498,34.9006194326171,0,286.820861816406,WIFI
88:dc:96:34:a1:ae,,[ESS],1970-01-01 02:00:00,13,-90,32.1974040267498,34.9006194326171,0,286.820861816406,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],1970-01-01 02:00:00,6,-79,32.1974040267498,34.9006194326171,0,286.820861816406,WIFI
88:dc:96:4a:4f:2c,,[ESS],1970-01-01 02:00:00,13,-88,32.1969727886374,34.8975174007841,0,286.820861816406,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],1970-01-01 02:00:00,6,-83,32.1969727886374,34.8975174007841,0,286.820861816406,WIFI
a2:6c:ac:5e:12:ad,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,1,-77,32.1969727886374,34.8975174007841,0,286.820861816406,WIFI
90:6c:ac:5e:12:ad,Tidhar_Guest,[ESS],1970-01-01 02:00:00,1,-75,32.1969727886374,34.8975174007841,0,286.820861816406,WIFI
88:dc:96:34:a1:ae,,[ESS],1970-01-01 02:00:00,13,-90,32.1969727886374,34.8975174007841,0,286.820861816406,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],1970-01-01 02:00:00,6,-74,32.1969727886374,34.8975174007841,0,286.820861816406,WIFI
00:02:6f:12:34:56,Starhome Mach,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],1970-01-01 02:00:00,6,-70,32.1969727886374,34.8975174007841,0,286.820861816406,WIFI
06:02:6f:12:34:56,Starhome Mach Mobile,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],1970-01-01 02:00:00,1,-75,32.1969727886374,34.8975174007841,0,286.820861816406,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,6,-83,32.1969727886374,34.8975174007841,0,286.820861816406,WIFI
88:dc:96:4a:4f:2c,,[ESS],1970-01-01 02:00:00,13,-81,32.1965554614318,34.8945154344941,0,286.820861816406,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],1970-01-01 02:00:00,6,-89,32.1965554614318,34.8945154344941,0,286.820861816406,WIFI
a2:6c:ac:5e:12:ad,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,1,-76,32.1965554614318,34.8945154344941,0,286.820861816406,WIFI
90:6c:ac:5e:12:ad,Tidhar_Guest,[ESS],1970-01-01 02:00:00,1,-76,32.1965554614318,34.8945154344941,0,286.820861816406,WIFI
88:dc:96:34:a1:ae,,[ESS],1970-01-01 02:00:00,13,-91,32.1965554614318,34.8945154344941,0,286.820861816406,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],1970-01-01 02:00:00,6,-73,32.1965554614318,34.8945154344941,0,286.820861816406,WIFI
00:02:6f:12:34:56,Starhome Mach,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],1970-01-01 02:00:00,6,-66,32.1965554614318,34.8945154344941,0,286.820861816406,WIFI
06:02:6f:12:34:56,Starhome Mach Mobile,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],1970-01-01 02:00:00,1,-66,32.1965554614318,34.8945154344941,0,286.820861816406,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,6,-87,32.1965554614318,34.8945154344941,0,286.820861816406,WIFI
88:dc:96:4a:4f:2c,,[ESS],1970-01-01 02:00:00,13,-90,32.1961381342262,34.8915134682041,0,286.820861816406,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],1970-01-01 02:00:00,6,-91,32.1961381342262,34.8915134682041,0,286.820861816406,WIFI
a2:6c:ac:5e:12:ad,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,1,-72,32.1961381342262,34.8915134682041,0,286.820861816406,WIFI
90:6c:ac:5e:12:ad,Tidhar_Guest,[ESS],1970-01-01 02:00:00,1,-73,32.1961381342262,34.8915134682041,0,286.820861816406,WIFI
88:dc:96:34:a1:ae,,[ESS],1970-01-01 02:00:00,13,-89,32.1961381342262,34.8915134682041,0,286.820861816406,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],1970-01-01 02:00:00,6,-72,32.1961381342262,34.8915134682041,0,286.820861816406,WIFI
00:02:6f:12:34:56,Starhome Mach,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],1970-01-01 02:00:00,6,-73,32.1961381342262,34.8915134682041,0,286.820861816406,WIFI
06:02:6f:12:34:56,Starhome Mach Mobile,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],1970-01-01 02:00:00,1,-72,32.1961381342262,34.8915134682041,0,286.820861816406,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,6,-87,32.1961381342262,34.8915134682041,0,286.820861816406,WIFI
88:dc:96:4a:4f:2c,,[ESS],1970-01-01 02:00:00,13,-83,32.1957208070206,34.888511501914,0,286.820861816406,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],1970-01-01 02:00:00,6,-84,32.1957208070206,34.888511501914,0,286.820861816406,WIFI
a2:6c:ac:5e:12:ad,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,1,-78,32.1957208070206,34.888511501914,0,286.820861816406,WIFI
90:6c:ac:5e:12:ad,Tidhar_Guest,[ESS],1970-01-01 02:00:00,1,-78,32.1957208070206,34.888511501914,0,286.820861816406,WIFI
88:dc:96:34:a1:ae,,[ESS],1970-01-01 02:00:00,13,-88,32.1957208070206,34.888511501914,0,286.820861816406,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],1970-01-01 02:00:00,6,-72,32.1957208070206,34.888511501914,0,286.820861816406,WIFI
00:02:6f:12:34:56,Starhome Mach,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],1970-01-01 02:00:00,6,-73,32.1957208070206,34.888511501914,0,286.820861816406,WIFI
06:02:6f:12:34:56,Starhome Mach Mobile,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],1970-01-01 02:00:00,1,-72,32.1957208070206,34.888511501914,0,286.820861816406,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,6,-87,32.1957208070206,34.888511501914,0,286.820861816406,WIFI
74:da:38:14:47:8d,Topaz_2EX,[WPA2-PSK-CCMP][WPS][ESS],1970-01-01 02:00:00,8,-87,32.1957208070206,34.888511501914,0,286.820861816406,WIFI
88:dc:96:4a:4f:2c,,[ESS],1970-01-01 02:00:00,13,-86,32.1953173907218,34.885609601167,0,286.820861816406,WIFI
90:6c:ac:5d:81:e7,Tidhar_Guest,[ESS],1970-01-01 02:00:00,6,-84,32.1953173907218,34.885609601167,0,286.820861816406,WIFI
a2:6c:ac:5e:12:ad,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,1,-74,32.1953173907218,34.885609601167,0,286.820861816406,WIFI
90:6c:ac:5e:12:ad,Tidhar_Guest,[ESS],1970-01-01 02:00:00,1,-72,32.1953173907218,34.885609601167,0,286.820861816406,WIFI
88:dc:96:34:a1:ae,,[ESS],1970-01-01 02:00:00,13,-87,32.1953173907218,34.885609601167,0,286.820861816406,WIFI
0a:02:6f:12:34:56,Starhome Mach Guest,[ESS],1970-01-01 02:00:00,6,-73,32.1953173907218,34.885609601167,0,286.820861816406,WIFI
06:02:6f:12:34:56,Starhome Mach Mobile,[WPA-EAP-CCMP+TKIP][WPA2-EAP+FT/EAP-CCMP+TKIP][ESS],1970-01-01 02:00:00,1,-76,32.1953173907218,34.885609601167,0,286.820861816406,WIFI
a2:6c:ac:5d:81:e7,Tidhar_Secure,[WPA2-PSK-CCMP-preauth][ESS],1970-01-01 02:00:00,6,-87,32.1953173907218,34.885609601167,0,286.820861816406,WIFI
