WigleWifi-1.4,appRelease=2.26,model=Redmi Note 4,release=6.0,device=nikel,display=MRA58K,board=unknown,brand=Xiaomi
MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
ec:8c:a2:08:94:58,Ariel_University,[ESS],1970-01-01 02:00:00,1,-84,32.1046026190476,35.2077526190476,0,111.152801513672,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-75,32.1046026190476,35.2077526190476,0,111.152801513672,WIFI
ec:8c:a2:08:94:5c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-79,32.1046026190476,35.2077526190476,0,111.152801513672,WIFI
ec:8c:a2:08:4e:fc,Ariel_University,[ESS],1970-01-01 02:00:00,36,-94,32.1046026190476,35.2077526190476,0,111.152801513672,WIFI
24:c9:a1:36:52:f8,Ariel_University,[ESS],1970-01-01 02:00:00,1,-85,32.1046026190476,35.2077526190476,0,111.152801513672,WIFI
ec:8c:a2:09:8c:78,Ariel_University,[ESS],1970-01-01 02:00:00,1,-88,32.1046026190476,35.2077526190476,0,111.152801513672,WIFI
ec:8c:a2:08:4e:f8,Ariel_University,[ESS],1970-01-01 02:00:00,6,-85,32.1046026190476,35.2077526190476,0,111.152801513672,WIFI
24:c9:a1:36:59:e8,Ariel_University,[ESS],1970-01-01 02:00:00,11,-82,32.1046026190476,35.2077526190476,0,111.152801513672,WIFI
1c:b9:c4:95:36:87,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,44,-86,32.1046026190476,35.2077526190476,0,111.152801513672,WIFI
a0:ab:1b:58:39:8a,elisusann947,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,5,-89,32.1046026190476,35.2077526190476,0,111.152801513672,WIFI
1c:b9:c4:94:2b:17,,[WPA2-PSK-CCMP][ESS],1970-01-01 02:00:00,36,-81,32.1046026190476,35.2077526190476,0,111.152801513672,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-73,32.103995,35.2066116666667,0,111.152801513672,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],1970-01-01 02:00:00,36,-82,32.103995,35.2066116666667,0,111.152801513672,WIFI
1c:b9:c4:14:2b:18,Ariel_University,[ESS],1970-01-01 02:00:00,11,-69,32.103995,35.2066116666667,0,111.152801513672,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],1970-01-01 02:00:00,44,-86,32.103995,35.2066116666667,0,111.152801513672,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],1970-01-01 02:00:00,6,-72,32.103995,35.2066116666667,0,111.152801513672,WIFI
ec:8c:a2:08:94:58,Ariel_University,[ESS],1970-01-01 02:00:00,1,-73,32.103995,35.2066116666667,0,111.152801513672,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],1970-01-01 02:00:00,6,-75,32.103995,35.2066116666667,0,111.152801513672,WIFI
